Location,Beds,Baths,Title,Added_Date,Price_thnds,Area_sqft
"EME Society - Block D, EME Society",5,6,This Is Your Chance To Buy House In Lahore,Added: 18 hours ago,92500000.0,5445.0
"DHA Phase 6, DHA Defence",5,6,TASK EST OFFER : 1 Kanal Brand New Designer House Full Furnished For Sale In DHA RAYA Phase 6,Added: 19 hours ago,135000000.0,5445.0
"Nespak Scheme Phase 3, Defence Road",7,6,1 Kanal Brand New House For Sale In Naspak Phase 3,Added: 19 hours ago,55000000.0,5445.0
"Gulberg 3, Gulberg",2,3,BEAUTY ON THE 3D FLOOR FLAT AT CLASSIC GULBERG III DOWNTOWN CENTER LAHORE,Added: 2 hours ago,52500000.0,2150.775
"DHA Phase 5 - Block L, DHA Phase 5",5,6,1 Kanal Modern Design House at Very Attractive Price Prime Location,Added: 2 hours ago,95000000.0,5445.0
"DHA Phase 6, DHA Defence",5,5,Most Beautiful 1 Kanal Furnished Spanish Bungalow in DHA Phase 6 FOR SALE,Added: 7 hours ago,83699999.99999999,5445.0
"Allama Iqbal Town, Lahore",3,4,Iqbal Town 5 Marla Double Storey Solid House For Sale At Nargis Block,Added: 7 hours ago,22500000.0,1361.25
"New Lahore City - Phase 2, New Lahore City",3,3,5 Marla Brand New Spanish House Available For Sale In New Lahore City Phase2 On Very Good Location Near To Park And Market And Masjid Between In The Homes On Very Ideally Location Near To Bahria Town And Ring Road On Very Reasonable Price,Added: 8 hours ago,14000000.0,1361.25
"DHA Phase 7 - Block W, DHA Phase 7",6,6,"1 Kanal Brand New Full Basement Fully Furnished Luxury House For Sale With Pool, Cinema In DHA Phase 7 Near To Defence Raya",Added: 9 hours ago,185000000.0,5445.0
"Karbath, Lahore",,,"Future Phase 7 | 3-Acre Farm House Land, Bedian Road, Karbath Village Best Opportunity For Invest | 1 To 1 Deal With Direct Owner",Added: 9 hours ago,190000000.0,141570.0
"DHA 9 Town - Block C, DHA 9 Town",3,4,5-MARLA BRAND NEW BUNGALOW IS AVAILABLE FOR SALE IN THE BEST BLOCK OF PHASE 9 TOWN DHA LAHORE.,Added: 57 minutes ago,24000000.0,1361.25
"DHA 9 Town - Block D, DHA 9 Town",3,4,5-MARLA BRAND NEW BUNGALOW IS AVAILABLE FOR SALE IN THE BEST BLOCK OF PHASE 9 TOWN DHA LAHORE.,Added: 57 minutes ago,23500000.0,1361.25
"DHA 9 Town - Block D, DHA 9 Town",3,4,5-MARLA BRAND NEW BUNGALOW IS AVAILABLE FOR SALE IN THE BEST BLOCK OF PHASE 9 TOWN DHA LAHORE.,Added: 58 minutes ago,22500000.0,1361.25
"DHA 9 Town - Block D, DHA 9 Town",3,4,5-MARLA BRAND NEW BUNGALOW IS AVAILABLE FOR SALE IN THE BEST BLOCK OF PHASE 9 TOWN DHA LAHORE.,Added: 58 minutes ago,22000000.0,1361.25
"DHA Phase 7, DHA Defence",4,5,PHASE 7 10-MARLA BRAND NEW FULLY MAINTAINED BUNGALOW IS AVAILABLE FOR SALE,Added: 58 minutes ago,44500000.0,2722.5
"DHA Phase 7, DHA Defence",4,5,PHASE 7 10-MARLA BRAND NEW FULLY MAINTAINED BUNGALOW IS AVAILABLE FOR SALE.,Added: 58 minutes ago,44300000.0,2722.5
"DHA Phase 7, DHA Defence",4,5,PHASE 7 10-MARLA BRAND NEW FULLY MAINTAINED BUNGALOW IS AVAILABLE FOR SALE.,Added: 58 minutes ago,44000000.0,2722.5
"DHA Phase 7, DHA Defence",4,5,PHASE 7 10-MARLA BRAND NEW FULLY MAINTAINED BUNGALOW IS AVAILABLE FOR SALE,Added: 58 minutes ago,43000000.0,2722.5
"Barki Road, Cantt",4,5,16 Kanal Luxury Farm House Barki Road (Near DHA Raya),Added: 19 hours ago,270000000.0,87120.0
"Barki Road, Cantt",4,5,2 Acre Luxury Farm House On Barki Road,Added: 19 hours ago,270000000.0,87120.0
,,,,,28800000.0,
"Bahria Town - Sector E, Bahria Town",2,2,Two Bed New York Loft Apartment For Sale In Sky Square On Easy 3 Year Installment Plan,Added: 20 hours ago,3700000.0,898.425
"Park View City - Tulip Block, Park View City",4,4,5 Marla Brand New Luxury House For Sale In Park View City Tulip Block,Added: 20 hours ago,22500000.0,1361.25
,,,,,30299999.999999996,
"DHA 9 Town - Block B, DHA 9 Town",3,4,5 Marla Brand New Ultra Modern Design House For Sale Top Location,Added: 20 hours ago,26000000.0,1361.25
"Model Town - Block M, Model Town",4,4,"Prime Location 1 Kanal Single-Storey House For Sale in Model Town Extension, Lahore",Added: 20 hours ago,63500000.0,5445.0
"Bahria Orchard Phase 1 - Southern, Bahria Orchard Phase 1",4,6,"60 Ft Road 10 Marla Brand New Double Storey House For Sale , LDA Approved",Added: 20 hours ago,36500000.0,2722.5
"DHA Phase 7, DHA Defence",3,4,Very Beautifull Brand New Spacious 5 Marla House For Sale In DHA Phase 7,Added: 20 hours ago,34500000.0,1361.25
"Formanites Housing Scheme - Block N, Formanites Housing Scheme",5,7,Beautiful House Near DHA Phase 5 in Formanites Housing,Added: 20 hours ago,38500000.0,2722.5
"Thethar, Lahore",4,5,12 KANALS FARMHOUSE FOR SALE,Added: 20 hours ago,165000000.0,65340.0
"Garden Town - Tipu Block, Garden Town",8,7,2.75 KANAL HOUSE FOR SALE IN TOP LOCATION OF GARDEN TOWN TIPU BLOCK IN A VERY REASONABLE PRICE.,Added: 4 hours ago,230000000.0,14701.5
"Eden City, Eden",6,7,10 KW Solar 6 Bed Fully Furnished 1 Kanal Bungalow For Sale,Added: 4 hours ago,78000000.0,5445.0
"Lalazaar Garden Phase 2, Lalazaar Garden",2,3,3 Marla Brand New Vvip House Fully Tiled Woodwork,Added: 9 hours ago,10000000.0,816.75
"Sue-e-Asal, Lahore",6,6,7 Marla House In 3 Marla Price Investor Rate,Added: 9 hours ago,9500000.0,1905.75
"Cantt, Lahore",5,6,25 Marla Beautiful House available for sale,Added: 9 hours ago,132500000.0,6534.0
"Central Park Housing Scheme, Lahore",5,6,10 Marla Brand New House Available For Sale,Added: 9 hours ago,28500000.0,2722.5
"Bahria Orchard Phase 4 - Block G5, Bahria Orchard Phase 4",2,2,5 Marla Ready To Move Orchard Homes Available For Sale In Bahria Orchard Phase 4 Block G5,Added: 9 hours ago,5200000.0,1361.25
"DHA Phase 7, DHA Defence",4,5,PHASE 7 10-MARLA BRAND NEW FULLY MAINTAINED BUNGALOW IS AVAILABLE FOR SALE.,Added: 58 minutes ago,43800000.0,2722.5
"DHA Phase 7, DHA Defence",4,5,PHASE 7 10-MARLA BRAND NEW FULLY MAINTAINED BUNGALOW IS AVAILABLE FOR SALE.,Added: 58 minutes ago,42699999.99999999,2722.5
"DHA Phase 7, DHA Defence",4,5,PHASE 7 10-MARLA BRAND NEW FULLY MAINTAINED BUNGALOW IS AVAILABLE FOR SALE.,Added: 58 minutes ago,43500000.0,2722.5
"DHA Phase 7, DHA Defence",4,5,PHASE 7 10-MARLA BRAND NEW FULLY MAINTAINED BUNGALOW IS AVAILABLE FOR SALE.,Added: 58 minutes ago,43300000.0,2722.5
"DHA Phase 7, DHA Defence",4,5,PHASE 7 10-MARLA BRAND NEW FULLY MAINTAINED BUNGALOW IS AVAILABLE FOR SALE,Added: 58 minutes ago,42000000.0,2722.5
"DHA Phase 7, DHA Defence",4,5,PHASE 7 10-MARLA BRAND NEW FULLY MAINTAINED BUNGALOW IS AVAILABLE FOR SALE.,Added: 59 minutes ago,42500000.0,2722.5
"DHA Phase 5, DHA Defence",5,6,37 Marla Corner Full Basement Modern Bungalow For Sale Phase 5,Added: 1 hour ago,270000000.0,9801.0
"Lake City Meadows Phase 1, Lake City Meadows",5,6,10 MARLA BRAND NEW MODERN BUNGALOW FOR SALE LAKE CITY MEADOWS,Added: 1 hour ago,53500000.0,2722.5
"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",5,6,5 MARLA NEW HOUSE FOR SALE NASHEMAN IQBAL PHASE 2 COLLEGE ROAD LAHORE,Added: 20 hours ago,16500000.0,1361.25
"Bahria Town - Sector E, Bahria Town",3,5,"5 Marla Residential House For Sale In Sector E, Nearby Commercial Market, School, Mosque and Health Care Canter",Added: 21 hours ago,17500000.0,1361.25
,,,,,28800000.0,
"Johar Town, Lahore",6,6,10 Marla Brand New Luxury House for Sale in Johar Town Hot Location,Added: 21 hours ago,53000000.0,2722.5
"Wapda Town Phase 1, Wapda Town",6,7,1 Kanal Brand New Luxury House For Sale In Wapda Town On 80 Feet Road Hot Location,Added: 21 hours ago,102500000.0,5445.0
,,,,,31700000.0,
"Johar Town Phase 1, Johar Town",6,7,7.5 Marla Owner Build House Solid Construction Gated Area 24 Hours Security Near Park,Added: 21 hours ago,33500000.0,2041.875
"DHA Phase 4 - Block DD, DHA Phase 4",5,6,"1 Kanal House For Sale DD Block, Phase 4 DHA Prime Location",Added: 20 hours ago,77500000.0,5445.0
"Bedian Road, Lahore",4,5,12 KANAL BEAUTIFUL FARM HOUSE,Added: 20 hours ago,165000000.0,65340.0
"Nasheman-e-Iqbal Phase 2 - Block A, Nasheman-e-Iqbal Phase 2",5,6,Your Search Ends Right Here With The Beautiful Prime Location House In Nasheman-e-Iqbal Phase 2 - Block A At Affordable Price Of Pkr Rs. 55000000,Added: 21 hours ago,55000000.0,5445.0
"Johar Town Phase 2 - Block G4, Johar Town Phase 2",5,6,Well-Constructed Prime Location House Available For Sale In Johar Town Phase 2 - Block G4,Added: 21 hours ago,34000000.0,1905.75
"Lake City - Sector M-7, Lake City",4,4,5 Marla Used House On Top Class Location,Added: 21 hours ago,24000000.0,1361.25
"DHA Phase 6 - Block L, DHA Phase 6",4,5,LAVISH ELEGANT BEAUTIFUL TOP OF LINE BUNGALOW FOR SALE IN DHA PHASE 6 NEAR FAIRWAYS COMMERCIAL,Added: 5 hours ago,53500000.0,2722.5
"Venus Housing Scheme, Lahore",4,5,12 Marla Double Storey House In Venus Housing Ferozepur Road Lahore,Added: 6 hours ago,45000000.0,3267.0
"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",5,6,1 Kanal Beautifully Designed Modern House for Sale DHA Phase 8 Ex Air Avenue,Added: 9 hours ago,65000000.0,5445.0
"Penta Square By DHA Lahore, DHA Phase 5",3,4,PENTA SQUARE Premium 3 BED Luxury Duplex Non Furnished Apartment,Added: 9 hours ago,41000000.0,1878.525
"Allama Iqbal Town - Huma Block, Allama Iqbal Town",3,4,3 MARLA SLIGHTLY USED HOUSE AVAILABLE FOR SALE,Added: 9 hours ago,18000000.0,816.75
"Sabzazar Scheme, Lahore",6,6,Your Dream Brand New 10 Marla House Is Available In Sabzazar Scheme,Added: 9 hours ago,52500000.0,2722.5
"Penta Square By DHA Lahore, DHA Phase 5",1,2,BRAND NEW Semi- Furnished Apartment Premium F Block,Added: 9 hours ago,28000000.0,980.1
"Lake City Meadows Phase 1, Lake City Meadows",5,6,1 Kanal Brand New Corner Modern Bungalow For Sale Lake City Meadows,Added: 1 hour ago,85000000.0,5445.0
"DHA Phase 3, DHA Defence",5,5,10 Marla Full Basement Bungalow For Sale With Solar System At Phase 3 Prime Location,Added: 1 hour ago,65000000.0,2722.5
"DHA Phase 6, DHA Defence",4,5,10 Marla Brand New Spanish Bungalow For Sale Phase 6 DHA Lahore,Added: 1 hour ago,60000000.0,2722.5
"DHA 9 Town, DHA Defence",4,6,8 Marla Full Basement Semi Furnished Mediterranean Bungalow For Sale Phase 9,Added: 1 hour ago,57500000.0,2178.0
"Lake City Meadows Phase 1, Lake City Meadows",7,7,11.5 Marla Brand New Modern Bungalow for sale Lake city Meadows,Added: 1 hour ago,47000000.0,3130.875
"DHA Phase 7, DHA Defence",5,6,1 Kanal Brand New Modern Bungalow For Sale Phase 7 DHA Lahore,Added: 1 hour ago,75000000.0,5445.0
"DHA Phase 6, DHA Defence",6,6,1 Kanal Full Basement Furnished Modern Bungalow With Pool & Home Theater For Sale In Phase 6 DHA,Added: 1 hour ago,245000000.0,5445.0
"DHA Phase 7, DHA Defence",4,5,10 Marla Brand New Modern Bungalow For Sale Phase 7,Added: 1 hour ago,55000000.0,2722.5
"DHA 9 Town, DHA Defence",3,4,5 Marla Ultra Modern Brand New House For Sale In DHA 9 Town Lahore,Added: 22 hours ago,21000000.0,1361.25
"DHA 9 Town, DHA Defence",3,4,5 MARLA BRAND NEW ULTRA MODERN HOUSE FOR SALE NEAR TO PARK,Added: 22 hours ago,21500000.0,1361.25
,,,,,28800000.0,
"Bahria Town - Sector B, Bahria Town",,1,(Sky Luxe Tower) One Bed Studio Apartment For Sale With Fully Furnishing Service,Added: 22 hours ago,2123000.0,490.05
"DHA 9 Town, DHA Defence",3,5,Don't Miss Out 5 Marla Luxurious Bungalow For Sale At Prime Location,Added: 22 hours ago,22500000.0,1361.25
,,,,,8209999.999999999,
"DHA Phase 7, DHA Defence",5,6,1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa For Sale In DHA Lahore Phase 7 Prime Location,Added: 22 hours ago,76500000.0,5445.0
"DHA Phase 7 - Block S, DHA Phase 7",5,6,100% ORIGNAL Kanal Modern Design Fully Furnished Dream Villa Available For Sale At Hot Location Near Raya Commercial Phase 7 Block S DHA Lahore,Added: 21 hours ago,72500000.0,5445.0
"Etihad Town Phase 1 - Block E, Etihad Town Phase 1",4,4,5 Marla House For Sale in Etihad Town phase I Block E,Added: 21 hours ago,31500000.0,1361.25
"DHA Phase 8 - Block W, DHA Phase 8",5,6,KANAL FURNISHED EYE CATCHING SUPERB LUXURY BUNGALOW FOR SALE,Added: 21 hours ago,98500000.0,5445.0
"DHA Phase 6 - Block K, DHA Phase 6",6,7,KANAL FULL FURNISEH EYE CATCHING SUPERB LUXURY BUNGALOW FOR SALE,Added: 21 hours ago,105000000.0,5445.0
"New Lahore City, Lahore",3,4,5-MARLA BRAND NEW HOUSE A+ CONSTRUCTION HOT LOCATION LDA APPROVED AREA AVAILABLE FOR SALE IN NEW LAHORE CITY PHASE2,Added: 21 hours ago,14500000.0,1361.25
"DHA Phase 7, DHA Defence",5,6,BRAND NEW LUXURY ULTRA MODERN DESIGN HOUSE FOR SALE IN DHA PHASE 7,Added: 7 hours ago,65000000.0,5445.0
"Bahria Nasheman, Lahore",3,3,5 Marla Spanish Facing Park Brand New House Available For Sale With Hot Location Near By Main Boulevard In Bahria Nasheman Lahore,Added: 7 hours ago,14500000.0,1361.25
"Allama Iqbal Town, Lahore",3,3,3 MARLA DOUBLE STORY HOUSE FOR SALE,Added: 10 hours ago,14800000.0,816.75
"Allama Iqbal Town - Huma Block, Allama Iqbal Town",4,4,3 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE,Added: 10 hours ago,26500000.0,816.75
"Allama Iqbal Town - Raza Block, Allama Iqbal Town",5,5,10 MARLA BEAUTIFULL BRAND NEW HOUSE AVAILABLE FOR SALE,Added: 10 hours ago,90000000.0,2722.5
"Al-Kabir Town - Phase 2, Al-Kabir Town",3,4,3 Marla Prime Location House Available For Investor Rate,Added: 10 hours ago,11500000.0,816.75
"Askari 11 - Sector A, Askari 11",4,5,"5 Year Easy Installment Plan | Ultra-Luxury 3 & 4 Bed Apartments | Pearl Tower, Askari 11 |",Added: 10 hours ago,50000000.0,3103.65
"DHA Phase 6, DHA Defence",5,6,1 Kanal Brand New Full Furnished Modern Luxurious Bungalow For Sale Phase 6,Added: 1 hour ago,190000000.0,5445.0
"DHA Phase 6, DHA Defence",5,6,2 Kanal Brand New Modern Design Bungalow For Sale In Phase 6 DHA Near Raya,Added: 1 hour ago,249000000.0,10890.0
"DHA Phase 1, DHA Defence",5,6,10 MARLA BRAND NEW MODERN BUNGALOW WITH BASEMENT FOR SALE PRIME LOCATION,Added: 1 hour ago,62500000.0,2722.5
"DHA Phase 6, DHA Defence",6,7,3 Kanal Full Basement Furnished Modern Bungalow For Sale In Phase 6 DHA Lahore,Added: 1 hour ago,600000000.0,16335.0
"DHA Phase 6, DHA Defence",5,6,3 KANAL CORNER OWNER BUILD MODERN BUNGALOW FOR SALE PHASE 6,Added: 1 hour ago,430000000.0,16335.0
"DHA Phase 6, DHA Defence",6,6,1 KANAL FULL BASEMENT FURNISHED MODERN BUNGALOW FOR SALE PHASE 6,Added: 1 hour ago,250000000.0,5445.0
"Cantt, Lahore",5,6,1 Kanal Well Maintained Modern Bungalow For Sale In Main Cantt Prime Location,Added: 1 hour ago,150000000.0,5445.0
"DHA Phase 8 - Ex Park View, DHA Phase 8",10,7,2 Kanal 13 Marla Corner Spanish Bungalow For Sale Phase 8 Park View Prime Location For Sale,Added: 1 hour ago,240000000.0,14157.0
"DHA Phase 6, DHA Defence",6,6,1 Kanal Full Basement Fully Furnished Most Beautiful Modern Style Bungalow Available For Sale Near To Big Park Near To Defense Raya,Added: 22 hours ago,215000000.0,5445.0
"DHA Phase 5, DHA Defence",5,6,1 Kanal Corner Brand New Fully Furnished Swimming Pool With Full Basement + Hitachi Lift House For Sale Near Park And Near To Jalal Sons,Added: 22 hours ago,129000000.0,5445.0
,,,,,23000000.0,
"Park View City, Lahore",3,4,3 Years Installment Plan Luxury 3.5 Marla Brand New House In Park View City Lahore,Added: 1 day ago,11500000.0,952.875
"DHA 9 Town, DHA Defence",3,4,5 Marla Designer Luxury House For Sale In DHA 9 Town Top Location,Added: 1 day ago,26000000.0,1361.25
,,,,,11100000.000000002,
"Park View City, Lahore",4,4,Luxury Brand New 5 Marla House Book Now on 1-Year Easy Installments,Added: 1 day ago,23000000.0,1361.25
"Al Haram Garden, Lahore",6,6,5 Marla House For Grabs In Al Haram Garden,Added: 21 hours ago,13500000.0,1361.25
"Bismillah Housing Scheme, GT Road",4,5,Ready To Buy A House 3 Marla In Bismillah Housing Scheme,Added: 22 hours ago,13899999.999999998,816.75
"Indigo Boutique Apartments, Gulberg",1,1,Full Furnished 1 Bed Luxury Apartment For Sale In Gulberg,Added: 22 hours ago,8800000.0,598.95
"Bahria Orchard, Lahore",3,3,5 Marla Eastern Villa In Bahria Orchard For Sale,Added: 22 hours ago,13200000.0,1361.25
"Samanabad, Lahore",6,,11 Marla Owner Build Solid Construction Brand New Triple Storey House For Sale In Samnabad Justice Sharif Colony,Added: 22 hours ago,69800000.0,2994.75
"DHA Phase 6, DHA Defence",6,6,1 Kanal House For sale full basemnt fully furnished. Modren Designe 1 kanal green lawn pool cenima lift,Added: 7 hours ago,182500000.0,10890.0
"Defence Raya, DHA Defence",6,6,2 Kanal Villa for sale Defence Raya facing Golf Brand New,Added: 7 hours ago,285000000.0,10890.0
"Bahria Orchard Phase 2, Bahria Orchard",3,4,5 Marla House for Sale in Bahria Orchard Lahore Phase 2 | Prime Location | Ideal Family Home,Added: 11 hours ago,22000000.0,1361.25
"DHA Phase 7 - Block S, DHA Phase 7",5,6,1 Kanal Brand New Ultra Modern Designer Villa For Sale In DHA Phase 7 Ideal Location,Added: 11 hours ago,65000000.0,5445.0
"DHA Phase 7 - Block W, DHA Phase 7",5,6,1 Kanal Top of Line Brand New Luxury House For Sale In DHA Phase 7 Top Location Near To Main Road,Added: 11 hours ago,63000000.0,5445.0
"DHA Phase 5, DHA Defence",5,6,"Luxurious 1 Kanal Fully Furnished Brand New Bungalow For Sale DHA Phase 5, Lahore",Added: 11 hours ago,80000000.0,5445.0
"DHA Phase 5, DHA Defence",5,6,Luxury 1 Kanal Bungalow For Sale | Phase 5 DHA Lahore,Added: 11 hours ago,90000000.0,5445.0
"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",4,5,10 Marla Well Maintained Owner Build Bungalow For Sale In Phase 8,Added: 1 hour ago,54000000.0,2722.5
"DHA Phase 3, DHA Defence",5,6,4 Kanal Full Basement Owner Build Modern Bungalow for sale Phase 3 DHA,Added: 1 hour ago,420000000.0,21780.0
"DHA Phase 1, DHA Defence",5,6,1 Kanal Slighlty Used Maintained Bungalow For Sale Phase 1 DHA,Added: 1 hour ago,79000000.0,5445.0
"DHA Phase 2, DHA Defence",4,5,10 Maral Brand New Facing Park Modern Bungalow For Sale Phase 2,Added: 1 hour ago,65000000.0,2722.5
"DHA Phase 4, DHA Defence",4,4,10 Marla Used Maintained Bungalow For Sale Phase 4 DHA,Added: 1 hour ago,42500000.0,2722.5
"DHA Phase 6, DHA Defence",6,7,"3 Kanal Full Basement Furnished Mazhar Munir Design Bungalow With Pool, Home Thaeter",Added: 1 hour ago,700000000.0,16335.0
"DHA Phase 7, DHA Defence",5,6,1 Kanal Brand New Modern Bungalow For Sale Phase 7,Added: 1 hour ago,110000000.0,5445.0
"DHA Phase 7, DHA Defence",4,5,10 Marla Brand New Modern Bungalow For Sale In Phase 7,Added: 1 hour ago,53000000.0,2722.5
"Park View City - Jade Extension Block, Park View City",4,4,"5 Marla Luxury House For Sale Jade Extension Block, Park View City, Lahore",Added: 1 day ago,23000000.0,1361.25
"Cantt, Lahore",5,5,Cantt 12 Marla House On Prime Location,Added: 1 day ago,75000000.0,3267.0
,,,,,28800000.0,
"Garden Town, Lahore",5,5,1 Kanal House Is Available In Affordable Price In Garden Town,Added: 1 day ago,75000000.0,5445.0
"Gulberg, Lahore",8,6,Well-Constructed House Available For Sale In Gulberg,Added: 1 day ago,450000000.0,22324.5
,,,,,8209999.999999999,
"Gulberg 3, Gulberg",7,6,2 Kanal House For Sale In Rs. 350000000 Only,Added: 1 day ago,350000000.0,10890.0
"Bahria Town - Overseas C, Bahria Town - Overseas Enclave",,,10 Marla Brand New House For Sale In Block Overseas C Bahria Town,Added: 22 hours ago,42500000.0,2722.5
"Bahria Town - Sector E, Bahria Town",5,6,10 Marla House For Sale In Bahria Town - Sector E,Added: 22 hours ago,45000000.0,2722.5
"DHA 9 Town, DHA Defence",4,5,8 Marla Prime Location 4 Bedroom Immaculate Condition Fully Furnished House For Sale in C Block DHA 9(Town),Added: 23 hours ago,43500000.0,2178.0
"Al Haram Garden, Lahore",3,3,3 Marla Brand New Half Double Storey Spanish House For Sale,Added: 1 day ago,9000000.0,816.75
"Al-Ahmad Garden Housing Scheme, GT Road",4,5,A Well Designed House Is Up For sale In An Ideal Location In Lahore,Added: 1 day ago,22000000.0,1361.25
"Canal Garden - Block A, Canal Garden",5,5,Brand New 5 Marla House Available For Sale In Block A Canal Garden,Added: 8 hours ago,22000000.0,1361.25
"Canal Gardens - Block AA, Canal Garden",4,5,Looking For A House In Lahore,Added: 8 hours ago,16500000.0,1361.25
"DHA Phase 7, DHA Defence",5,6,DHA Phase 7 1 Kanal 5-Bed Fully Furnished Victorian-Style House For Sale Demand 780 Lacs,Added: 11 hours ago,69000000.0,5445.0
"DHA Phase 7, DHA Defence",4,5,10 Marla Brand New Luxury House For Sale | DHA Phase 7 Lahore,Added: 11 hours ago,60000000.0,2722.5
"Al-Kabir Town - Phase 2, Al-Kabir Town",3,4,3 MARLA BRAND NEW HOUSE FOR SALE AL KABIR TOWN PH 2,Added: 11 hours ago,14000000.0,816.75
"Central Park Housing Scheme, Lahore",4,4,5 Marla Triple-Storey House For Sale In Central Park Housing Scheme Lahore,Added: 12 hours ago,21500000.0,1361.25
"DHA 9 Town, DHA Defence",3,5,5 Marla Brand New Near To Park And Market House For Sale In DHA Phase 9,Added: 12 hours ago,20800000.0,1361.25
"DHA Phase 6, DHA Defence",6,6,2 Kanal Brand New Mazhar Munir Design Full Basement Furnished Bungalow In Phase 6,Added: 1 hour ago,580000000.0,10890.0
"DHA Phase 7, DHA Defence",5,6,Brand New Modern Luxurious Bungalow For Sale In Phase 7,Added: 1 hour ago,85000000.0,5445.0
"DHA Phase 6, DHA Defence",6,6,2 Kanal Full Basement Furnished Modern Bungalow For Sale Phase 6,Added: 1 hour ago,480000000.0,10890.0
"DHA Phase 3, DHA Defence",6,6,2 Kanal Brand New Modern Full Basement Furnished Bungalow For Sale Phase 3,Added: 1 hour ago,345000000.0,10890.0
"DHA Phase 5, DHA Defence",4,5,10 Marla Brand New Modern Bungalow For Sale In DHA Phase 5,Added: 1 hour ago,82500000.0,2722.5
"DHA Phase 6, DHA Defence",6,6,Ultra Luxurious Full Basement Furnished With Pool Home Theater Gym At Prime Location Near To Defence Raya,Added: 1 hour ago,590000000.0,10890.0
